"price" "bedrooms" "bathrooms" "sqft_living" "floors" "waterfront" "view" "grade" "sqft_above" "sqft_basement"
-0.866666120830212 -0.406914179999777 -1.44742602049615 -0.979818537455536 -0.915444751561304 -0.0871726462528972 -0.305760124834514 -0.558839786159082 -0.734729343725814 -0.658626877705616
-0.00567507478144668 -0.406914179999777 0.175577567496109 0.53358957580557 0.936438242845295 -0.0871726462528972 -0.305760124834514 -0.558839786159082 0.460786403654293 0.24516262568211
-0.980793057968596 -1.50825785666292 -1.44742602049615 -1.4262194917268 -0.915444751561304 -0.0871726462528972 -0.305760124834514 -1.40955792791228 -1.22984192597414 -0.658626877705616
0.174095279660877 0.694429496663364 1.14937972029146 -0.130567941524844 -0.915444751561304 -0.0871726462528972 -0.305760124834514 -0.558839786159082 -0.891716260048454 1.39749424250146
-0.0819412857569779 -0.406914179999777 -0.149023150102343 -0.435427129807657 -0.915444751561304 -0.0871726462528972 -0.305760124834514 0.291878355594111 -0.130933511715659 -0.658626877705616
1.8655708873682 0.694429496663364 3.09698402588217 3.63662059939848 -0.915444751561304 -0.0871726462528972 -0.305760124834514 2.84403278085369 2.53784406576923 2.79836797275244
-0.67613678305384 -0.406914179999777 -0.798224585299246 -1.11047247529103 -0.915444751561304 -0.0871726462528972 -0.305760124834514 -0.558839786159082 -0.879640343408251 -0.658626877705616
0.333437184734755 -0.406914179999777 0.50017828509456 1.61148456294837 -0.915444751561304 -0.0871726462528972 -0.305760124834514 0.291878355594111 0.0864329878079967 3.18247851169222
-0.196340602220275 -1.50825785666292 -1.44742602049615 -1.00159419376145 -0.915444751561304 -0.0871726462528972 -0.305760124834514 -0.558839786159082 -1.12115867621231 0.0192152498351781
-0.381558543160851 -0.406914179999777 -0.473623867700795 -0.772949802549342 -0.915444751561304 -0.0871726462528972 -0.305760124834514 -0.558839786159082 -0.505286927561955 -0.658626877705616
-0.0274654207744556 1.79577317332651 -0.149023150102343 -0.293885363819208 0.0104967456419956 -0.0871726462528972 -0.305760124834514 -0.558839786159082 0.0260534046069812 -0.658626877705616
0.299389769120678 0.694429496663364 1.14937972029146 0.947327045617958 0.936438242845295 -0.0871726462528972 3.60898384312966 1.1425964973473 0.231343987490434 1.53306266800962
